symbol,symbol_listed_at_utc,symbol_age_days,metadata_source
OXTUSDT,2023-08-10T04:52:51+00:00,920,exchange_instrument_metadata
PARTIUSDT,2025-03-25T13:08:54+00:00,327,exchange_instrument_metadata
PAXGUSDT,2022-03-14T08:07:06+00:00,1434,exchange_instrument_metadata
PEAQUSDT,2024-11-19T08:31:41+00:00,453,exchange_instrument_metadata
PENDLEUSDT,2023-07-05T07:26:42+00:00,956,exchange_instrument_metadata
PENGUUSDT,2024-12-17T14:22:26+00:00,425,exchange_instrument_metadata
PEOPLEUSDT,2021-12-29T03:37:04+00:00,1509,exchange_instrument_metadata
PHAUSDT,2024-05-31T10:02:00+00:00,625,exchange_instrument_metadata
PIEVERSEUSDT,2025-11-14T13:34:03+00:00,93,exchange_instrument_metadata
PIPPINUSDT,2025-01-17T08:38:42+00:00,394,exchange_instrument_metadata
PIXELUSDT,2024-02-20T08:06:10+00:00,726,exchange_instrument_metadata
PLAYSOUTUSDT,2026-01-20T09:55:12+00:00,26,exchange_instrument_metadata
PLUMEUSDT,2025-01-24T06:45:00+00:00,387,exchange_instrument_metadata
PNUTUSDT,2024-11-11T08:16:46+00:00,461,exchange_instrument_metadata
POLUSDT,2024-09-05T08:30:13+00:00,528,exchange_instrument_metadata
POLYXUSDT,2023-10-24T06:46:36+00:00,845,exchange_instrument_metadata
PONKEUSDT,2024-06-07T08:35:07+00:00,618,exchange_instrument_metadata
POPCATUSDT,2024-03-28T07:01:59+00:00,689,exchange_instrument_metadata
PORTALUSDT,2024-03-01T03:40:58+00:00,716,exchange_instrument_metadata
POWERUSDT,2025-12-29T10:34:51+00:00,48,exchange_instrument_metadata
POWRUSDT,2023-10-24T07:01:22+00:00,845,exchange_instrument_metadata
PROMPTUSDT,2025-04-10T14:06:05+00:00,311,exchange_instrument_metadata
PROMUSDT,2023-09-05T05:29:56+00:00,894,exchange_instrument_metadata
PROVEUSDT,2025-08-05T17:03:49+00:00,194,exchange_instrument_metadata
PTBUSDT,2025-09-03T13:07:51+00:00,165,exchange_instrument_metadata
PUFFERUSDT,2024-10-14T12:37:01+00:00,489,exchange_instrument_metadata
PUMPBTCUSDT,2025-04-11T08:16:34+00:00,310,exchange_instrument_metadata
PUMPFUNUSDT,2025-07-10T03:45:32+00:00,220,exchange_instrument_metadata
PUNDIXUSDT,2025-04-30T11:12:00+00:00,291,exchange_instrument_metadata
PYRUSDT,2024-10-07T08:19:21+00:00,496,exchange_instrument_metadata
PYTHUSDT,2023-11-21T05:09:10+00:00,817,exchange_instrument_metadata
QNTUSDT,2023-06-19T06:00:00+00:00,972,exchange_instrument_metadata
QTUMUSDT,2021-12-13T00:49:26+00:00,1525,exchange_instrument_metadata
QUSDT,2025-09-12T10:46:22+00:00,156,exchange_instrument_metadata
RAREUSDT,2023-11-27T06:48:04+00:00,811,exchange_instrument_metadata
RAVEUSDT,2025-12-15T05:50:12+00:00,62,exchange_instrument_metadata
RAYDIUMUSDT,2024-06-04T09:11:59+00:00,621,exchange_instrument_metadata
RDNTUSDT,2023-04-17T07:05:07+00:00,1035,exchange_instrument_metadata
RECALLUSDT,2025-10-15T12:21:09+00:00,123,exchange_instrument_metadata
REDUSDT,2025-02-26T06:50:52+00:00,354,exchange_instrument_metadata
RENDERUSDT,2024-07-26T08:26:47+00:00,569,exchange_instrument_metadata
REQUSDT,2021-12-06T00:00:00+00:00,1533,exchange_instrument_metadata
RESOLVUSDT,2025-06-10T13:11:39+00:00,250,exchange_instrument_metadata
REZUSDT,2024-05-08T07:53:17+00:00,648,exchange_instrument_metadata
RIVERUSDT,2025-10-22T12:31:27+00:00,116,exchange_instrument_metadata
RLCUSDT,2023-03-22T07:08:19+00:00,1061,exchange_instrument_metadata
RLSUSDT,2025-12-02T09:54:12+00:00,75,exchange_instrument_metadata
RLUSDUSDT,2025-09-26T14:05:35+00:00,142,exchange_instrument_metadata
ROAMUSDT,2025-03-07T07:40:31+00:00,345,exchange_instrument_metadata
RONINUSDT,2025-02-13T07:11:13+00:00,367,exchange_instrument_metadata
ROSEUSDT,2022-01-14T06:03:51+00:00,1493,exchange_instrument_metadata
RPLUSDT,2023-03-01T07:32:26+00:00,1082,exchange_instrument_metadata
RSRUSDT,2021-11-30T15:28:21+00:00,1538,exchange_instrument_metadata
RUNEUSDT,2021-11-29T00:00:00+00:00,1540,exchange_instrument_metadata
RVNUSDT,2022-01-06T07:27:47+00:00,1501,exchange_instrument_metadata
SAFEUSDT,2024-04-29T09:24:49+00:00,657,exchange_instrument_metadata
SAGAUSDT,2024-04-09T11:29:14+00:00,677,exchange_instrument_metadata
SAHARAUSDT,2025-06-20T11:11:33+00:00,240,exchange_instrument_metadata
SANDUSDT,2021-11-01T00:00:00+00:00,1568,exchange_instrument_metadata
SAPIENUSDT,2025-08-20T17:19:38+00:00,179,exchange_instrument_metadata
SCRTUSDT,2022-03-30T09:50:43+00:00,1418,exchange_instrument_metadata
SCRUSDT,2024-10-08T12:25:58+00:00,495,exchange_instrument_metadata
SCUSDT,2021-11-30T15:25:58+00:00,1538,exchange_instrument_metadata
SDUSDT,2024-11-14T07:53:31+00:00,458,exchange_instrument_metadata
SEIUSDT,2023-08-16T03:28:47+00:00,914,exchange_instrument_metadata
SENTUSDT,2025-11-15T07:09:48+00:00,92,exchange_instrument_metadata
SFPUSDT,2021-11-26T00:00:00+00:00,1543,exchange_instrument_metadata
SHELLUSDT,2025-02-17T07:33:43+00:00,363,exchange_instrument_metadata
SHIB1000USDT,2021-10-20T00:00:00+00:00,1580,exchange_instrument_metadata
SIGNUSDT,2025-04-28T11:09:23+00:00,293,exchange_instrument_metadata
SIRENUSDT,2025-03-22T03:20:42+00:00,330,exchange_instrument_metadata
SKLUSDT,2022-03-22T08:29:48+00:00,1426,exchange_instrument_metadata
SKRUSDT,2026-01-20T10:29:47+00:00,26,exchange_instrument_metadata
SKYAIUSDT,2025-05-13T10:20:53+00:00,278,exchange_instrument_metadata
SKYUSDT,2025-08-11T08:28:06+00:00,188,exchange_instrument_metadata
SLPUSDT,2021-11-17T16:00:00+00:00,1551,exchange_instrument_metadata
SNTUSDT,2023-11-02T08:28:14+00:00,836,exchange_instrument_metadata
SNXUSDT,2021-12-13T01:01:18+00:00,1525,exchange_instrument_metadata
SOLAYERUSDT,2025-02-11T14:12:56+00:00,369,exchange_instrument_metadata
SOLUSDT,2021-10-15T00:00:00+00:00,1585,exchange_instrument_metadata
SOLVUSDT,2025-01-17T10:21:51+00:00,394,exchange_instrument_metadata
SOMIUSDT,2025-09-02T14:39:01+00:00,166,exchange_instrument_metadata
SONICUSDT,2025-01-07T12:24:55+00:00,404,exchange_instrument_metadata
SOONUSDT,2025-05-23T08:58:16+00:00,268,exchange_instrument_metadata
SOPHUSDT,2025-05-28T13:04:43+00:00,263,exchange_instrument_metadata
SOSOUSDT,2025-06-26T11:07:59+00:00,234,exchange_instrument_metadata
SPACEUSDT,2026-01-23T12:23:49+00:00,23,exchange_instrument_metadata
SPELLUSDT,2021-12-13T01:21:09+00:00,1525,exchange_instrument_metadata
SPKUSDT,2025-06-17T09:12:47+00:00,243,exchange_instrument_metadata
SPORTFUNUSDT,2026-01-19T09:25:18+00:00,27,exchange_instrument_metadata
SPXUSDT,2024-10-29T06:31:37+00:00,474,exchange_instrument_metadata
SQDUSDT,2025-06-11T11:23:25+00:00,249,exchange_instrument_metadata
SSVUSDT,2023-03-01T07:27:50+00:00,1082,exchange_instrument_metadata
STABLEUSDT,2025-11-06T12:50:33+00:00,101,exchange_instrument_metadata
STBLUSDT,2025-09-17T09:58:59+00:00,151,exchange_instrument_metadata
STEEMUSDT,2023-10-25T06:29:42+00:00,844,exchange_instrument_metadata
STGUSDT,2022-08-26T05:57:39+00:00,1269,exchange_instrument_metadata
STORJUSDT,2021-11-22T00:00:00+00:00,1547,exchange_instrument_metadata
STOUSDT,2025-04-16T09:28:55+00:00,305,exchange_instrument_metadata
STRKUSDT,2024-02-20T13:42:06+00:00,726,exchange_instrument_metadata
STXUSDT,2021-11-30T07:59:43+00:00,1538,exchange_instrument_metadata
SUIUSDT,2023-05-02T12:15:24+00:00,1020,exchange_instrument_metadata
SUNUSDT,2022-02-18T06:38:34+00:00,1458,exchange_instrument_metadata
SUPERUSDT,2023-11-23T06:16:26+00:00,815,exchange_instrument_metadata
SUSDT,2025-01-15T08:47:20+00:00,396,exchange_instrument_metadata
SUSHIUSDT,2021-11-30T00:00:00+00:00,1539,exchange_instrument_metadata
SWARMSUSDT,2025-01-06T08:31:58+00:00,405,exchange_instrument_metadata
SXPUSDT,2021-12-08T03:01:21+00:00,1530,exchange_instrument_metadata
SXTUSDT,2025-05-03T06:12:15+00:00,288,exchange_instrument_metadata
SYNUSDT,2024-08-20T09:28:33+00:00,544,exchange_instrument_metadata
SYRUPUSDT,2025-05-19T07:36:26+00:00,272,exchange_instrument_metadata
SYSUSDT,2024-08-20T09:31:20+00:00,544,exchange_instrument_metadata
TACUSDT,2025-07-15T10:48:18+00:00,215,exchange_instrument_metadata
TAIKOUSDT,2024-06-05T14:17:35+00:00,620,exchange_instrument_metadata
TAIUSDT,2024-11-14T07:55:15+00:00,458,exchange_instrument_metadata
TAOUSDT,2024-01-30T07:51:21+00:00,747,exchange_instrument_metadata
TAUSDT,2025-07-21T09:11:59+00:00,209,exchange_instrument_metadata
THETAUSDT,2021-08-12T00:00:00+00:00,1649,exchange_instrument_metadata
THEUSDT,2024-11-27T08:50:04+00:00,445,exchange_instrument_metadata
TIAUSDT,2023-10-31T16:12:29+00:00,838,exchange_instrument_metadata
TLMUSDT,2021-11-22T00:00:00+00:00,1547,exchange_instrument_metadata
TNSRUSDT,2024-04-09T07:47:44+00:00,677,exchange_instrument_metadata
TONUSDT,2023-08-31T05:47:14+00:00,899,exchange_instrument_metadata
TOWNSUSDT,2025-08-05T14:33:19+00:00,194,exchange_instrument_metadata
TRBUSDT,2022-06-10T02:30:44+00:00,1346,exchange_instrument_metadata
TREEUSDT,2025-07-29T14:03:45+00:00,201,exchange_instrument_metadata
TRIAUSDT,2026-02-05T10:01:40+00:00,10,exchange_instrument_metadata
TRUMPUSDT,2025-01-18T06:31:47+00:00,393,exchange_instrument_metadata
TRUSTUSDT,2025-11-14T12:18:11+00:00,93,exchange_instrument_metadata
TRUTHUSDT,2025-10-01T14:14:27+00:00,137,exchange_instrument_metadata
TRUUSDT,2023-03-09T06:27:02+00:00,1074,exchange_instrument_metadata
TRXUSDT,2021-08-12T00:00:00+00:00,1649,exchange_instrument_metadata
TSTBSCUSDT,2025-02-09T10:28:14+00:00,371,exchange_instrument_metadata
TURTLEUSDT,2025-10-22T15:03:57+00:00,116,exchange_instrument_metadata
TUSDT,2023-03-06T07:26:35+00:00,1077,exchange_instrument_metadata
TUTUSDT,2025-03-19T09:13:16+00:00,333,exchange_instrument_metadata
TWTUSDT,2022-11-17T06:24:21+00:00,1186,exchange_instrument_metadata
UAIUSDT,2025-11-17T10:11:34+00:00,90,exchange_instrument_metadata
UBUSDT,2025-09-12T09:16:09+00:00,156,exchange_instrument_metadata
UMAUSDT,2023-06-08T07:49:22+00:00,983,exchange_instrument_metadata
UNIUSDT,2021-11-30T00:00:00+00:00,1539,exchange_instrument_metadata
USD1USDT,2025-07-16T10:49:56+00:00,214,exchange_instrument_metadata
USDCUSDT,2022-06-28T07:00:12+00:00,1328,exchange_instrument_metadata
USDEUSDT,2024-08-07T10:14:45+00:00,557,exchange_instrument_metadata
USELESSUSDT,2025-07-10T10:56:18+00:00,220,exchange_instrument_metadata
USTCUSDT,2023-11-27T06:42:34+00:00,811,exchange_instrument_metadata
USUALUSDT,2024-11-18T09:19:43+00:00,454,exchange_instrument_metadata
USUSDT,2025-12-12T11:06:36+00:00,65,exchange_instrument_metadata
VANAUSDT,2024-12-16T11:43:42+00:00,426,exchange_instrument_metadata
VANRYUSDT,2024-03-14T08:02:11+00:00,703,exchange_instrument_metadata
VELODROMEUSDT,2024-12-13T09:26:44+00:00,429,exchange_instrument_metadata
VELOUSDT,2024-05-20T09:21:53+00:00,636,exchange_instrument_metadata
VELVETUSDT,2025-07-15T10:25:11+00:00,215,exchange_instrument_metadata
VETUSDT,2021-10-25T00:00:00+00:00,1575,exchange_instrument_metadata
VFYUSDT,2025-09-30T12:27:16+00:00,138,exchange_instrument_metadata
VINEUSDT,2025-01-23T11:46:18+00:00,388,exchange_instrument_metadata
VIRTUALUSDT,2024-11-01T08:25:51+00:00,471,exchange_instrument_metadata
VVVUSDT,2025-01-28T04:31:45+00:00,383,exchange_instrument_metadata
WALUSDT,2025-03-27T10:05:56+00:00,325,exchange_instrument_metadata
WAVESUSDT,2022-01-05T07:33:46+00:00,1502,exchange_instrument_metadata
WAXPUSDT,2023-10-10T06:21:49+00:00,859,exchange_instrument_metadata
WCTUSDT,2025-04-15T11:32:07+00:00,306,exchange_instrument_metadata
WETUSDT,2025-12-04T10:59:56+00:00,73,exchange_instrument_metadata
WHITEWHALEUSDT,2026-01-06T12:08:08+00:00,40,exchange_instrument_metadata
WIFUSDT,2024-01-11T09:31:44+00:00,766,exchange_instrument_metadata
WLDUSDT,2023-07-24T07:48:40+00:00,937,exchange_instrument_metadata
WLFIUSDT,2025-08-23T09:02:36+00:00,176,exchange_instrument_metadata
WOOUSDT,2021-11-09T00:00:00+00:00,1560,exchange_instrument_metadata
WUSDT,2024-04-03T12:39:24+00:00,683,exchange_instrument_metadata
XAIUSDT,2024-01-10T09:46:05+00:00,767,exchange_instrument_metadata
XANUSDT,2025-09-29T10:44:29+00:00,139,exchange_instrument_metadata
XAUTUSDT,2025-04-03T11:05:59+00:00,318,exchange_instrument_metadata
XCHUSDT,2024-05-27T08:03:41+00:00,629,exchange_instrument_metadata
XCNUSDT,2022-04-28T07:53:51+00:00,1389,exchange_instrument_metadata
XDCUSDT,2025-02-10T09:24:47+00:00,370,exchange_instrument_metadata
XIONUSDT,2024-12-05T10:20:14+00:00,437,exchange_instrument_metadata
XLMUSDT,2021-08-12T00:00:00+00:00,1649,exchange_instrument_metadata
XMRUSDT,2021-12-22T03:16:55+00:00,1516,exchange_instrument_metadata
XNYUSDT,2025-08-13T13:13:41+00:00,186,exchange_instrument_metadata
XPINUSDT,2025-09-12T10:37:12+00:00,156,exchange_instrument_metadata
XPLUSDT,2025-08-22T09:27:14+00:00,177,exchange_instrument_metadata
XRPUSDT,2021-05-13T09:34:00+00:00,1739,exchange_instrument_metadata
XTZUSDT,2018-01-01T00:00:00+00:00,2968,exchange_instrument_metadata
XVGUSDT,2023-07-05T07:18:06+00:00,956,exchange_instrument_metadata
XVSUSDT,2023-09-08T07:43:47+00:00,891,exchange_instrument_metadata
YBUSDT,2025-10-11T07:48:56+00:00,127,exchange_instrument_metadata
YFIUSDT,2021-12-08T02:32:49+00:00,1530,exchange_instrument_metadata
YGGUSDT,2021-11-23T00:00:00+00:00,1546,exchange_instrument_metadata
YZYUSDT,2025-08-21T04:18:05+00:00,178,exchange_instrument_metadata
ZAMAUSDT,2026-01-09T10:08:47+00:00,37,exchange_instrument_metadata
ZBCNUSDT,2024-04-17T07:42:45+00:00,669,exchange_instrument_metadata
ZBTUSDT,2025-10-17T13:04:01+00:00,121,exchange_instrument_metadata
ZECUSDT,2021-11-24T00:00:00+00:00,1545,exchange_instrument_metadata
ZENUSDT,2021-11-26T00:00:00+00:00,1543,exchange_instrument_metadata
ZEREBROUSDT,2024-12-30T08:16:48+00:00,412,exchange_instrument_metadata
ZETAUSDT,2024-02-01T04:05:29+00:00,745,exchange_instrument_metadata
ZILUSDT,2022-01-29T18:18:26+00:00,1478,exchange_instrument_metadata
ZKCUSDT,2025-09-15T14:05:16+00:00,153,exchange_instrument_metadata
ZKPUSDT,2025-12-22T05:50:58+00:00,55,exchange_instrument_metadata
ZKUSDT,2024-06-20T02:08:00+00:00,605,exchange_instrument_metadata
ZORAUSDT,2025-04-25T09:17:30+00:00,296,exchange_instrument_metadata
ZROUSDT,2024-06-20T13:54:06+00:00,605,exchange_instrument_metadata
ZRXUSDT,2022-03-28T07:51:18+00:00,1420,exchange_instrument_metadata
