symbol,pullback_type,entry_rule,don_break_len,regime_up,trades,win_rate_pct,profit_factor,avg_pnl,median_pnl,avg_pnl_R,median_pnl_R
PNUTUSDT,retest,close_above_break,20,True,6.0,16.666666666666664,0.3451259291603173,-5.523822293011943,-10.086461331955661,-0.5523822293011943,-1.0086461331955658
POLUSDT,retest,close_above_break,20,True,2.0,100.0,,39.50879574470642,39.50879574470642,3.9508795744706426,3.9508795744706426
POLYXUSDT,retest,close_above_break,20,True,4.0,50.0,2.167224847355842,6.048402844420738,-2.464135658400575,0.6048402844420738,-0.24641356584005752
PONKEUSDT,retest,close_above_break,20,True,4.0,25.0,1.299660749670841,2.2933107370205223,-10.137152645674904,0.22933107370205236,-1.0137152645674905
POPCATUSDT,retest,close_above_break,20,True,6.0,66.66666666666666,5.800683574324774,16.254413107322417,19.120783208015784,1.6254413107322419,1.9120783208015781
PORTALUSDT,retest,close_above_break,20,True,2.0,0.0,0.0,-10.15368696875155,-10.15368696875155,-1.015368696875155,-1.015368696875155
POWRUSDT,retest,close_above_break,20,True,2.0,100.0,,39.323917080071425,39.323917080071425,3.9323917080071418,3.9323917080071418
PRCLUSDT,retest,close_above_break,20,True,3.0,0.0,0.0,-10.134475434046527,-10.129924909524036,-1.0134475434046528,-1.0129924909524035
PRIMEUSDT,retest,close_above_break,20,True,2.0,50.0,1.593821211782648,3.0259051469772986,3.0259051469772986,0.3025905146977299,0.3025905146977299
PROMUSDT,retest,close_above_break,20,True,3.0,66.66666666666666,6.648974707475943,19.552975601591886,29.352059991598235,1.9552975601591889,2.935205999159824
PYTHUSDT,retest,close_above_break,20,True,4.0,25.0,0.747613985327773,-1.9558013406271577,-10.314056269975332,-0.19558013406271585,-1.0314056269975334
QNTUSDT,retest,close_above_break,20,True,5.0,80.0,13.094359826865235,24.96910893016094,39.40233415061402,2.4969108930160937,3.940233415061402
QTUMUSDT,retest,close_above_break,20,True,5.0,40.0,2.559238542878135,9.601549789399709,-10.147568921016044,0.9601549789399708,-1.0147568921016044
RAREUSDT,retest,close_above_break,20,True,4.0,0.0,0.0,-8.184256842783117,-10.249353874834858,-0.8184256842783116,-1.024935387483486
RAYDIUMUSDT,retest,close_above_break,20,True,4.0,25.0,0.030472955557598935,-7.464185381306938,-10.24981944237262,-0.7464185381306938,-1.024981944237262
